pgt-priyutovo;ПГТ Приютово;Башкортостан Республика;bashkortostan-resp;из ПГТ Приютово;55.141239;61.415876
gorod-beloretsk;Город Белорецк;Башкортостан Республика;bashkortostan-resp;из города Белорецк;55.141240;61.415877
gorod-mezhgore-bashkortostan-resp;Город Межгорье;Башкортостан Республика;bashkortostan-resp;из города Межгорье;55.141241;61.415878
gorod-birsk;Город Бирск;Башкортостан Республика;bashkortostan-resp;из города Бирск;55.141242;61.415879
gorod-blagoveschensk;Город Благовещенск;Башкортостан Республика;bashkortostan-resp;из города Благовещенск;55.141243;61.415880
gorod-ishimbay;Город Ишимбай;Башкортостан Республика;bashkortostan-resp;из города Ишимбай;55.141244;61.415881
pgt-karaidelskiy;ПГТ Караидельский;Башкортостан Республика;bashkortostan-resp;из ПГТ Караидельский;55.141245;61.415882
gorod-meleuz;Город Мелеуз;Башкортостан Республика;bashkortostan-resp;из города Мелеуз;55.141246;61.415883
gorod-sterlitamak-bashkortostan-resp;Город Стерлитамак;Башкортостан Республика;bashkortostan-resp;из города Стерлитамак;55.141247;61.415884
gorod-tuymazy;Город Туймазы;Башкортостан Республика;bashkortostan-resp;из города Туймазы;55.141248;61.415885
gorod-uchaly;Город Учалы;Башкортостан Республика;bashkortostan-resp;из города Учалы;55.141249;61.415886
rp-chishmy;Рабочий поселок Чишмы;Башкортостан Республика;bashkortostan-resp;из рабочего поселка Чишмы;55.141250;61.415887
gorod-yanaul;Город Янаул;Башкортостан Республика;bashkortostan-resp;из города Янаул;55.141251;61.415888
gorod-davlekanovo;Город Давлеканово;Башкортостан Республика;bashkortostan-resp;из города Давлеканово;55.141252;61.415889
gorod-dyurtyuli;Город Дюртюли;Башкортостан Республика;bashkortostan-resp;из города Дюртюли;55.141253;61.415890
gorod-ulan-ude;Город Улан-Удэ;Бурятия Республика;buryatiya-resp;из города Улан-Удэ;55.141254;61.415891
pgt-zarechnyy;ПГТ Заречный;Бурятия Республика;buryatiya-resp;из ПГТ Заречный;55.141255;61.415892
pgt-zelenyy;ПГТ Зеленый;Бурятия Республика;buryatiya-resp;из ПГТ Зеленый;55.141256;61.415893
gorod-severobaykalsk;Город Северобайкальск;Бурятия Республика;buryatiya-resp;из города Северобайкальск;55.141257;61.415894
pgt-dzhida;ПГТ Джида;Бурятия Республика;buryatiya-resp;из ПГТ Джида;55.141258;61.415895
pgt-zaigraevo;ПГТ Заиграево;Бурятия Республика;buryatiya-resp;из ПГТ Заиграево;55.141259;61.415896
pgt-zvezdnyy;ПГТ Звездный;Бурятия Республика;buryatiya-resp;из ПГТ Звездный;55.141260;61.415897
pgt-onokhoy;ПГТ Онохой;Бурятия Республика;buryatiya-resp;из ПГТ Онохой;55.141261;61.415898
pgt-onokhoy-1-y;ПГТ Онохой 1-й;Бурятия Республика;buryatiya-resp;из ПГТ Онохой 1-й;55.141262;61.415899
pgt-onokhoy-2;ПГТ Онохой-2;Бурятия Республика;buryatiya-resp;из ПГТ Онохой-2;55.141263;61.415900
pgt-onokhoy-3;ПГТ Онохой-3;Бурятия Республика;buryatiya-resp;из ПГТ Онохой-3;55.141264;61.415901
gorod-zakamensk;Город Закаменск;Бурятия Республика;buryatiya-resp;из города Закаменск;55.141265;61.415902
pgt-kamensk;ПГТ Каменск;Бурятия Республика;buryatiya-resp;из ПГТ Каменск;55.141266;61.415903
pgt-selenginsk;ПГТ Селенгинск;Бурятия Республика;buryatiya-resp;из ПГТ Селенгинск;55.141267;61.415904
rp-tankhoy;Рабочий поселок Танхой;Бурятия Республика;buryatiya-resp;из рабочего поселка Танхой;55.141268;61.415905
gorod-babushkin;Город Бабушкин;Бурятия Республика;buryatiya-resp;из города Бабушкин;55.141269;61.415906
pgt-naushki;ПГТ Наушки;Бурятия Республика;buryatiya-resp;из ПГТ Наушки;55.141270;61.415907
gorod-kyakhta;Город Кяхта;Бурятия Республика;buryatiya-resp;из города Кяхта;55.141271;61.415908
pgt-taksimo;ПГТ Таксимо;Бурятия Республика;buryatiya-resp;из ПГТ Таксимо;55.141272;61.415909
pgt-severomuysk;ПГТ Северомуйск;Бурятия Республика;buryatiya-resp;из ПГТ Северомуйск;55.141273;61.415910
pgt-nizhneangarsk;ПГТ Нижнеангарск;Бурятия Республика;buryatiya-resp;из ПГТ Нижнеангарск;55.141274;61.415911
pgt-kichera;ПГТ Кичера;Бурятия Республика;buryatiya-resp;из ПГТ Кичера;55.141275;61.415912
pgt-novyy-uoyan;ПГТ Новый Уоян;Бурятия Республика;buryatiya-resp;из ПГТ Новый Уоян;55.141276;61.415913
pgt-yanchukan;ПГТ Янчукан;Бурятия Республика;buryatiya-resp;из ПГТ Янчукан;55.141277;61.415914
gorod-severobaykalsk-buryatiya-resp;Город Северобайкальск;Бурятия Республика;buryatiya-resp;из города Северобайкальск;55.141278;61.415915
gorod-gusinoozersk;Город Гусиноозерск;Бурятия Республика;buryatiya-resp;из города Гусиноозерск;55.141279;61.415916
pgt-ust-barguzin;ПГТ Усть-Баргузин;Бурятия Республика;buryatiya-resp;из ПГТ Усть-Баргузин;55.141280;61.415917
gorod-gorno-altaysk;Город Горно-Алтайск;Алтай Республика;altay-resp;из города Горно-Алтайск;55.141281;61.415918
gorod-makhachkala;Город Махачкала;Дагестан Республика;dagestan-resp;из города Махачкала;55.141282;61.415919
pgt-alburikent;ПГТ Альбурикент;Дагестан Республика;dagestan-resp;из ПГТ Альбурикент;55.141283;61.415920
pgt-kyakhulay;ПГТ Кяхулай;Дагестан Республика;dagestan-resp;из ПГТ Кяхулай;55.141284;61.415921
pgt-leninkent;ПГТ Ленинкент;Дагестан Республика;dagestan-resp;из ПГТ Ленинкент;55.141285;61.415922
pgt-sulak;ПГТ Сулак;Дагестан Республика;dagestan-resp;из ПГТ Сулак;55.141286;61.415923
pgt-tarki;ПГТ Тарки;Дагестан Республика;dagestan-resp;из ПГТ Тарки;55.141287;61.415924
pgt-shamkhal;ПГТ Шамхал;Дагестан Республика;dagestan-resp;из ПГТ Шамхал;55.141288;61.415925
pgt-semender;ПГТ Семендер;Дагестан Республика;dagestan-resp;из ПГТ Семендер;55.141289;61.415926
pgt-n-tarki;ПГТ Н. Тарки;Дагестан Республика;dagestan-resp;из ПГТ Н. Тарки;55.141290;61.415927
gorod-dagestanskie-ogni;Город Дагестанские Огни;Дагестан Республика;dagestan-resp;из города Дагестанские Огни;55.141291;61.415928
gorod-izberbash;Город Избербаш;Дагестан Республика;dagestan-resp;из города Избербаш;55.141292;61.415929
pgt-achisu;ПГТ Ачису;Дагестан Республика;dagestan-resp;из ПГТ Ачису;55.141293;61.415930
gorod-kaspiysk;Город Каспийск;Дагестан Республика;dagestan-resp;из города Каспийск;55.141294;61.415931
pgt-kirpichnyy;ПГТ Кирпичный;Дагестан Республика;dagestan-resp;из ПГТ Кирпичный;55.141295;61.415932
gorod-yuzhno-sukhokumsk;Город Южно-Сухокумск;Дагестан Республика;dagestan-resp;из города Южно-Сухокумск;55.141296;61.415933
gorod-derbent;Город Дербент;Дагестан Республика;dagestan-resp;из города Дербент;55.141297;61.415934
gorod-kizilyurt;Город Кизилюрт;Дагестан Республика;dagestan-resp;из города Кизилюрт;55.141298;61.415935
pgt-bavtugay;ПГТ Бавтугай;Дагестан Республика;dagestan-resp;из ПГТ Бавтугай;55.141299;61.415936
pgt-dubki;ПГТ Дубки;Дагестан Республика;dagestan-resp;из ПГТ Дубки;55.141300;61.415937
pgt-novyy-sulak;ПГТ Новый Сулак;Дагестан Республика;dagestan-resp;из ПГТ Новый Сулак;55.141301;61.415938
pgt-khanar;ПГТ Ханар;Дагестан Республика;dagestan-resp;из ПГТ Ханар;55.141302;61.415939
gorod-kizlyar;Город Кизляр;Дагестан Республика;dagestan-resp;из города Кизляр;55.141303;61.415940
pgt-komsomolskiy;ПГТ Комсомольский;Дагестан Республика;dagestan-resp;из ПГТ Комсомольский;55.141304;61.415941
gorod-khasavyurt;Город Хасавюрт;Дагестан Республика;dagestan-resp;из города Хасавюрт;55.141305;61.415942
gorod-buynaksk;Город Буйнакск;Дагестан Республика;dagestan-resp;из города Буйнакск;55.141306;61.415943
rp-kubachi;Рабочий поселок Кубачи;Дагестан Республика;dagestan-resp;из рабочего поселка Кубачи;55.141307;61.415944
pgt-belidzhi;ПГТ Белиджи;Дагестан Республика;dagestan-resp;из ПГТ Белиджи;55.141308;61.415945
pgt-mamedkala;ПГТ Мамедкала;Дагестан Республика;dagestan-resp;из ПГТ Мамедкала;55.141309;61.415946
pgt-dubki-dagestan-resp;ПГТ Дубки;Дагестан Республика;dagestan-resp;из ПГТ Дубки;55.141310;61.415947
pgt-manas;ПГТ Манас;Дагестан Республика;dagestan-resp;из ПГТ Манас;55.141311;61.415948
pgt-achisu-dagestan-resp;ПГТ Ачису;Дагестан Республика;dagestan-resp;из ПГТ Ачису;55.141312;61.415949
pgt-achi-su;ПГТ Ачи-Су;Дагестан Республика;dagestan-resp;из ПГТ Ачи-Су;55.141313;61.415950
pgt-tyube;ПГТ Тюбе;Дагестан Республика;dagestan-resp;из ПГТ Тюбе;55.141314;61.415951
pgt-shamilkala;ПГТ Шамилькала;Дагестан Республика;dagestan-resp;из ПГТ Шамилькала;55.141315;61.415952
gorod-magas;Город Магас;Ингушетия Республика;ingushetiya-resp;из города Магас;55.141316;61.415953
gorod-karabulak;Город Карабулак;Ингушетия Республика;ingushetiya-resp;из города Карабулак;55.141317;61.415954
gorod-nazran;Город Назрань;Ингушетия Республика;ingushetiya-resp;из города Назрань;55.141318;61.415955
gorod-malgobek;Город Малгобек;Ингушетия Республика;ingushetiya-resp;из города Малгобек;55.141319;61.415956
gorod-sunzha;Город Сунжа;Ингушетия Республика;ingushetiya-resp;из города Сунжа;55.141320;61.415957
gorod-nazran-ingushetiya-resp;Город Назрань;Ингушетия Республика;ingushetiya-resp;из города Назрань;55.141321;61.415958
stanitsa-voznesenskaya;Станица Вознесенская;Ингушетия Республика;ingushetiya-resp;из станицы Вознесенская;55.141322;61.415959
gorod-malgobek-ingushetiya-resp;Город Малгобек;Ингушетия Республика;ingushetiya-resp;из города Малгобек;55.141323;61.415960
stanitsa-ordzhonikidzevskaya;Станица Орджоникидзевская;Ингушетия Республика;ingushetiya-resp;из станицы Орджоникидзевская;55.141324;61.415961
pgt-sunzha;ПГТ Сунжа;Ингушетия Республика;ingushetiya-resp;из ПГТ Сунжа;55.141325;61.415962
stanitsa-assinovskaya;Станица Ассиновская;Ингушетия Республика;ingushetiya-resp;из станицы Ассиновская;55.141326;61.415963
stanitsa-nesterovskaya;Станица Нестеровская;Ингушетия Республика;ingushetiya-resp;из станицы Нестеровская;55.141327;61.415964
stanitsa-troitskaya;Станица Троицкая;Ингушетия Республика;ingushetiya-resp;из станицы Троицкая;55.141328;61.415965
gorod-karabulak-ingushetiya-resp;Город Карабулак;Ингушетия Республика;ingushetiya-resp;из города Карабулак;55.141329;61.415966
gorod-ordzhonikidzevskoe;Город Орджоникидзевское;Ингушетия Республика;ingushetiya-resp;из города Орджоникидзевское;55.141330;61.415967
gorod-nalchik;Город Нальчик;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из города Нальчик;55.141331;61.415968
pgt-adiyukh;ПГТ Адиюх;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из ПГТ Адиюх;55.141332;61.415969
pgt-poselok-3;ПГТ Поселок-3;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из ПГТ Поселок-3;55.141333;61.415970
pgt-poselok-4;ПГТ Поселок-4;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из ПГТ Поселок-4;55.141334;61.415971
gorod-prokhladnyy;Город Прохладный;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из города Прохладный;55.141335;61.415972
gorod-baksan;Город Баксан;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из города Баксан;55.141336;61.415973
gorod-baksan-kabardino-balkarskaya-resp;Город Баксан;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из города Баксан;55.141337;61.415974
pgt-zalukokoazhe;ПГТ Залукокоаже;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из ПГТ Залукокоаже;55.141338;61.415975
stanitsa-aleksandrovskaya;Станица Александровская;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из станицы Александровская;55.141339;61.415976
stanitsa-kotlyarevskaya;Станица Котляревская;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из станицы Котляревская;55.141340;61.415977
gorod-mayskiy;Город Майский;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из города Майский;55.141341;61.415978
stanitsa-ekaterinogradskaya;Станица Екатериноградская;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из станицы Екатериноградская;55.141342;61.415979
stanitsa-priblizhnaya;Станица Приближная;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из станицы Приближная;55.141343;61.415980
stanitsa-soldatskaya;Станица Солдатская;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из станицы Солдатская;55.141344;61.415981
gorod-prokhladnyy-kabardino-balkarskaya-resp;Город Прохладный;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из города Прохладный;55.141345;61.415982
gorod-terek;Город Терек;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из города Терек;55.141346;61.415983
gorod-nartkala;Город Нарткала;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из города Нарткала;55.141347;61.415984
gorod-chegem;Город Чегем;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из города Чегем;55.141348;61.415985
pgt-kashkhatau;ПГТ Кашхатау;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из ПГТ Кашхатау;55.141349;61.415986
gorod-tyrnyauz;Город Тырныауз;Кабардино-Балкарская Республика;kabardino-balkarskaya-resp;из города Тырныауз;55.141350;61.415987
gorod-elista;Город Элиста;Калмыкия Республика;kalmykiya-resp;из города Элиста;55.141351;61.415988
gorod-gorodovikovsk;Город Городовиковск;Калмыкия Республика;kalmykiya-resp;из города Городовиковск;55.141352;61.415989
gorod-lagan;Город Лагань;Калмыкия Республика;kalmykiya-resp;из города Лагань;55.141353;61.415990
pgt-ordzhonikidzevskiy;ПГТ Орджоникидзевский;Карачаево-Черкесская Республика;kalmykiya-resp;из ПГТ Орджоникидзевский;55.141354;61.415991
gorod-cherkessk;Город Черкесск;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из города Черкесск;55.141355;61.415992
gorod-karachaevsk;Город Карачаевск;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из города Карачаевск;55.141356;61.415993
pgt-ordzhonikidzevskiy-karachaevo-cherkesskaya-resp;ПГТ Орджоникидзевский;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из ПГТ Орджоникидзевский;55.141357;61.415994
pgt-elbrusskiy;ПГТ Эльбрусский;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из ПГТ Эльбрусский;55.141358;61.415995
gorod-teberda;Город Теберда;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из города Теберда;55.141359;61.415996
stanitsa-zelenchukskaya;Станица Зеленчукская;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из станицы Зеленчукская;55.141360;61.415997
stanitsa-ispravnaya;Станица Исправная;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из станицы Исправная;55.141361;61.415998
stanitsa-kardonikskaya;Станица Кардоникская;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из станицы Кардоникская;55.141362;61.415999
stanitsa-storozhevaya;Станица Сторожевая;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из станицы Сторожевая;55.141363;61.416000
pgt-novyy-karachay;ПГТ Новый Карачай;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из ПГТ Новый Карачай;55.141364;61.416001
pgt-pravokubanskiy;ПГТ Правокубанский;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из ПГТ Правокубанский;55.141365;61.416002
pgt-elbrusskiy-karachaevo-cherkesskaya-resp;ПГТ Эльбрусский;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из ПГТ Эльбрусский;55.141366;61.416003
gorod-teberda-karachaevo-cherkesskaya-resp;Город Теберда;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из города Теберда;55.141367;61.416004
pgt-udarnyy;ПГТ Ударный;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из ПГТ Ударный;55.141368;61.416005
stanitsa-pregradnaya;Станица Преградная;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из станицы Преградная;55.141369;61.416006
pgt-mednogorskiy;ПГТ Медногорский;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из ПГТ Медногорский;55.141370;61.416007
stanitsa-krasnogorskaya;Станица Красногорская;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из станицы Красногорская;55.141371;61.416008
gorod-ust-dzheguta;Город Усть-Джегута;Карачаево-Черкесская Республика;karachaevo-cherkesskaya-resp;из города Усть-Джегута;55.141372;61.416009
gorod-petrozavodsk;Город Петрозаводск;Карелия Республика;kareliya-resp;из города Петрозаводск;55.141373;61.416010
gorod-kostomuksha;Город Костомукша;Карелия Республика;kareliya-resp;из города Костомукша;55.141374;61.416011
gorod-sortavala;Город Сортавала;Карелия Республика;kareliya-resp;из города Сортавала;55.141375;61.416012
pgt-vyartsilya;ПГТ Вяртсиля;Карелия Республика;kareliya-resp;из ПГТ Вяртсиля;55.141376;61.416013
pgt-khelyulya;ПГТ Хелюля;Карелия Республика;kareliya-resp;из ПГТ Хелюля;55.141377;61.416014
gorod-belomorsk;Город Беломорск;Карелия Республика;kareliya-resp;из города Беломорск;55.141378;61.416015
pgt-kalevala;ПГТ Калевала;Карелия Республика;kareliya-resp;из ПГТ Калевала;55.141379;61.416016
gorod-kem;Город Кемь;Карелия Республика;kareliya-resp;из города Кемь;55.141380;61.416017
gorod-kondopoga;Город Кондопога;Карелия Республика;kareliya-resp;из города Кондопога;55.141381;61.416018
gorod-lakhdenpokhya;Город Лахденпохья;Карелия Республика;kareliya-resp;из города Лахденпохья;55.141382;61.416019
pgt-loukhi;ПГТ Лоухи;Карелия Республика;kareliya-resp;из ПГТ Лоухи;55.141383;61.416020
pgt-pyaozerskiy;ПГТ Пяозерский;Карелия Республика;kareliya-resp;из ПГТ Пяозерский;55.141384;61.416021
pgt-chupa;ПГТ Чупа;Карелия Республика;kareliya-resp;из ПГТ Чупа;55.141385;61.416022
pgt-pindushi;ПГТ Пиндуши;Карелия Республика;kareliya-resp;из ПГТ Пиндуши;55.141386;61.416023
pgt-povenets;ПГТ Повенец;Карелия Республика;kareliya-resp;из ПГТ Повенец;55.141387;61.416024
gorod-medvezhegorsk;Город Медвежьегорск;Карелия Республика;kareliya-resp;из города Медвежьегорск;55.141388;61.416025
pgt-muezerskiy;ПГТ Муезерский;Карелия Республика;kareliya-resp;из ПГТ Муезерский;55.141389;61.416026
gorod-olonets;Город Олонец;Карелия Республика;kareliya-resp;из города Олонец;55.141390;61.416027
gorod-pitkyaranta;Город Питкяранта;Карелия Республика;kareliya-resp;из города Питкяранта;55.141391;61.416028
pgt-pryazha;ПГТ Пряжа;Карелия Республика;kareliya-resp;из ПГТ Пряжа;55.141392;61.416029
gorod-pudozh;Город Пудож;Карелия Республика;kareliya-resp;из города Пудож;55.141393;61.416030
pgt-nadvoitsy;ПГТ Надвоицы;Карелия Республика;kareliya-resp;из ПГТ Надвоицы;55.141394;61.416031
gorod-segezha;Город Сегежа;Карелия Республика;kareliya-resp;из города Сегежа;55.141395;61.416032
gorod-suoyarvi;Город Суоярви;Карелия Республика;kareliya-resp;из города Суоярви;55.141396;61.416033
gorod-syktyvkar;Город Сыктывкар;Коми Республика;komi-resp;из города Сыктывкар;55.141397;61.416034
pgt-verkhnyaya-maksakovka;ПГТ Верхняя Максаковка;Коми Республика;komi-resp;из ПГТ Верхняя Максаковка;55.141398;61.416035
pgt-krasnozatonskiy;ПГТ Краснозатонский;Коми Республика;komi-resp;из ПГТ Краснозатонский;55.141399;61.416036
pgt-sedkyrkesch;ПГТ Седкыркещ;Коми Республика;komi-resp;из ПГТ Седкыркещ;55.141400;61.416037
pgt-nizhniy-chov;ПГТ Нижний Чов;Коми Республика;komi-resp;из ПГТ Нижний Чов;55.141401;61.416038
gorod-vorkuta;Город Воркута;Коми Республика;komi-resp;из города Воркута;55.141402;61.416039
pgt-vorgashor;ПГТ Воргашор;Коми Республика;komi-resp;из ПГТ Воргашор;55.141403;61.416040
pgt-eletskiy;ПГТ Елецкий;Коми Республика;komi-resp;из ПГТ Елецкий;55.141404;61.416041
pgt-zapadnyy;ПГТ Западный;Коми Республика;komi-resp;из ПГТ Западный;55.141405;61.416042
pgt-zapolyarnyy;ПГТ Заполярный;Коми Республика;komi-resp;из ПГТ Заполярный;55.141406;61.416043
pgt-komsomolskiy-komi-resp;ПГТ Комсомольский;Коми Республика;komi-resp;из ПГТ Комсомольский;55.141407;61.416044
pgt-mulda;ПГТ Мульда;Коми Республика;komi-resp;из ПГТ Мульда;55.141408;61.416045
pgt-oktyabrskiy;ПГТ Октябрьский;Коми Республика;komi-resp;из ПГТ Октябрьский;55.141409;61.416046
pgt-promyshlennyy;ПГТ Промышленный;Коми Республика;komi-resp;из ПГТ Промышленный;55.141410;61.416047
pgt-severnyy;ПГТ Северный;Коми Республика;komi-resp;из ПГТ Северный;55.141411;61.416048
pgt-sovetskiy;ПГТ Советский;Коми Республика;komi-resp;из ПГТ Советский;55.141412;61.416049
